name,id,portal_name,street,street2,zipcode,city,state,county,country,lat,lon,type,description,url,phone,email,archived,status,activityName,activityCnt,role,contactNames,contactEmails,courses,sectionCnt,unitNames,unitCnt,externalId,programs
M S D Wayne Township: Lynhurst 7th & 8th Grade Center,be4b2c7c-7578-4019-7565-13bef3f96fc2,Indianapolis,2805 S Lynhurst,,46241,Indianapolis,IN,Marion,US,39.724911,-86.24562,education: k-12,,http://www.wayne.k12.in.us/lynhurst/,(317) 988-8100,,False,approved,['Elementary Education Field Placement With MSD Wayne Township: Lynhurst 7th & 8th Grade Center'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Provide access to target populations"",""Supervise students""}",[' '],[''],"['EDUC-E340-22388', 'EDUC-E343-22392', 'EDUC-H440-25291', 'EDUC-M301-22421', 'EDUC-M304-22423', 'EDUC-M324-25509', 'EDUC-M324-25565']",1,['School of Education'],1,5375-5222,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
M S D Wayne Township: Maplewood Elementary School,f2ec6be6-706b-4c47-5ed9-7568021aa4bf,Indianapolis,1643 Dunlap Ave,,46241,Indianapolis,IN,Marion,US,39.74408,-86.24367,education: k-12,,http://www.wayne.k12.in.us/mwe/,(317) 988-6600,,False,approved,['Student Teaching with MSD Wayne Township: Maplewood Elementary'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Provide access to target populations"",""Supervise students""}",[' '],[''],"['EDUC-M470-20917', 'EDUC-M482-20921', 'EDUC-X425-20933']",1,['School of Education'],1,5375-5223,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
M S D Wayne Township: Stout Field Elementary School,cc4176e0-5ec0-4d5c-7100-ce7bf4f8dc34,Indianapolis,3820 W Bradbury,,46241,Indianapolis,IN,Marion,US,39.732133,-86.22646,education: k-12,,http://www.wayne.k12.in.us/sfe,(317) 988-6800,,False,approved,['Secondary Education Field Experience: Stout Field Elementary'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Supervise students""}",[' '],[''],"['EDUC-M403-Unknown', 'EDUC-M451-22435']",1,['School of Education'],1,5375-5270,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
M S D of Decatur Township,3fb7f344-784a-42b5-745b-09b55fe1c76b,Indianapolis,5275 Kentucky Ave,,46221,Indianapolis,IN,Marion County,US,39.686457,-86.277082,education: k-12,,https://www.decaturproud.org/updates,,,False,approved,['Kids College'],1,"{""Promote event to target populations"",""Provide access to target populations""}",[''],[''],,1,"['Robert H. McKinney School of Law', 'School of Nursing', 'Office of Workforce and Community Engagement', 'Richard M. Fairbanks School of Public Health', 'Herron School of Art and Design']",1,5300,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
MSD Pike Township: Nathaniel Jones Early Childhood Center,fe84b627-1236-41c0-7465-d812033f3fd9,Indianapolis,7839 New Augusta Road,,46268,Indianapolis,18,Marion County,US,39.89594,-86.23555,education: k-12,,,,,False,approved,"['Project CELEBRATE: Cultivating Equitable Learning Environments, Building Readiness, Advancing Teacher Education grantled Activity']",1,,[''],[''],,1,['School of Education'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
MSD Wayne Township: Ben Davis High School,7f47a523-c8cd-49ca-6117-94a063c65ef1,Indianapolis,1200 N Girls School Rd,,46214,Indianapolis,IN,Marion,US,39.784032,-86.290947,education: k-12,"The mission of Ben Davis High School, a partnership of students, staff, families, and community, is to ensure that all students acquire and apply knowledge, skills, processes and values to become lifelong learners and productive citizens in a diverse society through an innovative educational program of outstanding quality.",http://bdhs.wayne.k12.in.us/,(317) 988-7000,,False,approved,"['Secondary Education Field Experience: Ben Davis High School', 'iDEW: Computing by Design Summer Workshop']",1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Supervise students""},{""Provide access to target populations"",""Provide information materials""}","[' ', ' ']","['', '']","['EDUC-M403-Unknown', 'EDUC-M451-22435']",1,"['School of Education', 'Luddy School of Informatics, Computing, and Engineering']",1,5375-5213,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
MSD of PIke Township,6847cd89-b389-4ee3-697b-bee4fe1ba664,Indianapolis,6901 Zionsville Rd,,46268,Indianapolis,IN,Marion,US,39.87872,-86.25905,education: k-12,,https://www.pike.k12.in.us/,317-293-0393,,False,approved,['Kids College'],1,"{""Promote event to target populations"",""Provide access to target populations""}",[''],[''],,1,"['Herron School of Art and Design', 'Richard M. Fairbanks School of Public Health', 'Office of Workforce and Community Engagement', 'Robert H. McKinney School of Law', 'School of Nursing']",1,5350,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Marion County Public Health Department,a7801e11-788d-4707-5ebc-7a502f848b41,Indianapolis,3838 N. Rural St.,,46205.0,Indianapolis,IN,Marion,US,39.82654,-86.11726,government,"The Marion County Public Health Department is dedicated to help the residents of Marion County achieve and maintain an optimal level of wellness. The Health Department and its partners are committed to embracing and promoting diversity throughout our programs. We are at work 24 hours a day, 7 days a week to keep the residents of Indianapolis safe.",http://marionhealth.org/,(317) 221-2000,HealthDept@MarionHealth.org,False,approved,"['Diabetes Impact Project - Indianapolis Neighborhoods (DIP-IN)', 'Limiting Overdose through Collaborative Actions in Localities', 'Marion County Public Health Department Plan to Strengthen Infrastructure, Workforce, and Data Systems', 'Marion County School Liaison Support', 'Nursing Clinical Experiences: Community-Based']",2,"{""Identify areas of need"",""Set goals"",""Negotiate costs and logistics"",""Identify expected measures, benefits, or outcomes"",""Assist in raising funds for the activity"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Measure the impact of the activity on the community"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide funds for the activity"",""Provide information materials"",""Provide volunteer site or space"",""Supervise the activity""}, {""Identify areas of need"",""Set goals"",""Negotiate costs and logistics"",""Identify expected measures, benefits, or outcomes"",""Assist in raising funds for the activity"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Measure the impact of the activity on the community"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide funds for the activity"",""Provide information materials"",""Provide volunteer site or space"",""Supervise the activity""},{Co-investigator,""Discuss how to work together""},{""Co-educate students"",""Discuss how to work together"",""Manage the event or activity"",""Provide access to target populations"",""Supervise students""},{Co-investigator}, {""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on the process or relationship of the partners"",""Measure the impact of the activity on the community"",""Provide access to data"",""Provide access to target populations""}","[' ', ' ', ' ', ' '], [' '], ['Ebony Funches']","['', '', '', ''], [''], ['efunches@marionhealth.org']",,1,"['Richard M. Fairbanks School of Public Health'], ['School of Nursing', 'Richard M. Fairbanks School of Public Health', 'Richard M. Fairbanks School of Public Health', 'Richard M. Fairbanks School of Public Health']",2,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development', 'IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education', 'IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Marion County Public Health Department Watch me Grow,64ffb122-3e49-400f-7dc3-fbe89507ee1d,Indianapolis,3435 W 30th St,,46222,Indianapolis,18,Marion County,US,39.80946,-86.21796,government,After school program,,,,False,approved,['B235 Community Clinicals'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Measure the impact of the activity on the community"",""Supervise the activity"",""Supervise students""}",[' '],[''],['NURS-B235-All Spring Sections'],1,['NURS: Science of Nursing Care'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Mary Rigg Neighborhood Center,cb937769-ec08-4ecd-42c3-2c35623067e9,Indianapolis,1920 W Morris St,,46221,Indianapolis,IN,,US,39.751261,-86.195101,nonprofit,To empower individuals by serving as a resource for help and hope.,http://www.maryrigg.org/,,,False,approved,['SEAL Indiana'],1,"{""Provide access to target populations"",""Provide volunteer site or space""}",[' '],[''],,1,"['Center for Service and Learning', 'School of Dentistry', 'IUSD: Department of Cariology, Operative Dentistry, and Dental Public Health']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Methodist Hospital,fe11280a-6bc7-4caa-4c44-bb59c4ad37dd,Indianapolis,250 West 16th Street,,46202,Indianapolis,IN,,US,39.788331,-86.162233,nonprofit,,,,,False,approved,"['H356 Nursing Clinical', 'L430 Nursing Clinical']",1,"{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Measure the impact of the activity on the community"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide information materials"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""},{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Measure the impact of the activity on the community"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide information materials"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}","[' ', ' ']","['', '']","['NURS-H356-All Sections', 'NURS-L430-All Sections']",1,"['School of Nursing', 'School of Nursing']",1,X00504,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Metropolitan Indianapolis-Central Indiana Area Health Education Center (MICI-AHEC),905a5df6-dfe7-4630-4653-fe33c92736da,Indianapolis,123 St.,,46227,Indianapolis,IN,,US,39.76436,-86.14898,informal,"The Metropolitan Indianapolis Central Indiana Area Health Education Center (AHEC) plays an important role in providing health care professionals prepared to meet the needs of these counties: Marion, Madison, Johnson, Hancock, Hendricks, Boone, Shelby, Morgan and Hamilton.",http://mici-ahec.uindy.edu/,(317) 788-2001,adamswilsont@uindy.edu,False,approved,['Dr. Camp and Camp M.D.'],1,"{""Assist in raising funds for the activity"",""Discuss how to work together"",""Provide access to target populations""}",['Traci Adams-Wilson'],['adamswilsont@uindy.edu'],,1,"['School of Dentistry', 'School of Medicine']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education', 'IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Mid-States Minority Supplier Development Council,ce5a47a3-4723-4f13-63cd-b3e3dcef619c,Indianapolis,2126 North Meridian Street,,46202,Indianapolis,IN,Marion County,US,39.795833,-86.1577,nonprofit,,https://www.midstatesmsdc.org/,,,False,approved,['Enterprise Corps - Business Accelerator for Central Indiana’s Growth-Oriented Small Businesses'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Assist in raising funds for the activity"",""Discuss how to work together"",""Evaluate or provide feedback on the process or relationship of the partners"",""Promote event to target populations"",""Provide access to target populations""}",['Daryle Johnson'],['daryle.johnson@midstatesmsdc.org'],['BUS-XX529-multiple sections'],1,"['Kelley School of Business', 'Indiana Business Research Center']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 3: Economic Development']"
Mill Creek Community Sch Corp: Cascade Senior High School,489b3b5f-dd93-48e6-4eef-d3968bb10b7c,Indianapolis,6565 S CR 200 W,,46118,Clayton,IN,Hendricks,US,39.665809,-86.55906,education: k-12,,http://mccsc.k12.in.us/cascade/index.htm,(317) 539-9315,,False,approved,['Special Programs for Academic Nurturing (SPAN)'],1,"{""Provide access to target populations""}",[' '],[''],,1,"['Special Programs for Academic Nurturing', 'University College']",1,3335-2692,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Monroe-Gregg School District: Monrovia High School,37913a9c-7e34-4559-6554-457af537d172,Indianapolis,205 S Chestnut St,,46157,Monrovia,IN,Morgan,US,39.575573,-86.478121,education: k-12,,http://www.m-gsd.org/mhs/,(317) 996-2258,,False,approved,['Special Programs for Academic Nurturing (SPAN)'],1,"{""Provide access to target populations""}",[' '],[''],,1,"['University College', 'Special Programs for Academic Nurturing']",1,5900-6321,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Mooresville Con School Corp: Mooresville High School,6ca14905-94ae-41d8-7276-4f3861956bf1,Indianapolis,550 N Indiana St,,46158,Mooresville,IN,Morgan,US,39.618928,-86.376939,education: k-12,,http://mooresvilleschools.org,(317) 831-9203,,False,approved,['Special Programs for Academic Nurturing (SPAN)'],1,"{""Provide access to target populations""}",[' '],[''],,1,"['University College', 'Special Programs for Academic Nurturing']",1,5930-6369,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Mt Vernon Community School Corp: Mt Vernon Middle School,8d95e161-5f24-4824-56e0-5e78b248b6b7,Indianapolis,1862 W SR 234,,46040,Fortville,IN,Hancock,US,39.936018,-85.86593,education: k-12,,http://mvms.mvcsc.k12.in.us/,(317) 485-3160,,False,approved,['Education Counseling Practicum: Mount Vernon Middle School'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Provide access to target populations"",""Supervise students""}",[' '],[''],['EDUC-G524-Spring 2025 - Fall 2025'],1,['School of Education'],1,3135-2559,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
NeuroDiagnostic Institute,662d981f-b667-4990-6489-f03dfe71a54f,Indianapolis,"5435 E 16th St, Indianapolis",,46219,Indianapolis,IN,Marion County,US,39.788233,-86.076415,government,,,,,False,approved,['H360 Nursing Clinical'],1,"{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Measure the impact of the activity on the community"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide information materials"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}",[' '],[''],['NURS-H360-All Sections'],1,['School of Nursing'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Newfields,b5ac5185-70cf-4222-6cd3-6cacf0e55782,Indianapolis,4000 Michigan Rd.,,46208.0,Indianapolis,IN,Marion,US,39.825628,-86.182511,nonprofit,"Newfields (Indianapolis Museum of Art) is an encyclopedic art museum located in Indianapolis, Indiana, United States.",http://www.imamuseum.org/,,,False,approved,['Central Indiana Wikipedia Partnership'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations""}",[' '],[''],,1,['IU Indianapolis University Library'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development']"
Nineveh-Hensley-Jackson United: Indian Creek Sr High School,e501a249-3469-4ccb-628f-1db7d1330a21,Indianapolis,803 W Indian Creek Dr,,46181,Trafalgar,IN,Johnson,US,39.40733,-86.160681,education: k-12,,http://www.nhj.k12.in.us/ichs/index.htm,(317) 878-2110,,False,approved,['Special Programs for Academic Nurturing (SPAN)'],1,"{""Promote event to target populations"",""Provide access to target populations""}",[' '],[''],,1,"['University College', 'Special Programs for Academic Nurturing']",1,4255-3419,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Noblesville Schools: Noblesville High School,ada07b05-ad00-4d07-4068-ddf8fe91a59a,Indianapolis,18111 Cumberland Rd,,46060,Noblesville,IN,Hamilton,US,40.056912,-85.997263,education: k-12,,http://www.noblesvilleschools.org/Domain/8,(317) 773-4680,,False,approved,['Special Programs for Academic Nurturing (SPAN)'],1,"{""Provide access to target populations""}",[' '],[''],,1,"['Special Programs for Academic Nurturing', 'University College']",1,3070-2517,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
North West Hendricks Schools: Tri West High School,bff6d48f-cabe-431a-7b60-7c9e3135f1b5,Indianapolis,7883 IN 39,,46149,Lizton,IN,Hendricks,US,39.876228,-86.542309,education: k-12,"Tri-West Hendricks High School is a public high school located in Lizton, Indiana.",http://www.hendricks.k12.in.us/twhs/,(317) 994-4000,,False,approved,['Special Programs for Academic Nurturing (SPAN)'],1,"{""Promote event to target populations"",""Provide access to target populations""}",[' '],[''],,1,"['University College', 'Special Programs for Academic Nurturing']",1,3295-2731,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
"Oaklawn Psychiatric Center, Inc.",962cc5f2-423b-4025-60cf-6427c6be2fb6,Indianapolis,330 Lakeview Dr.,,46528.0,Goshen,IN,,US,41.603595,-85.839206,nonprofit,,,,,False,approved,['Health Sciences Internships'],1,"{""Identify areas of need"",""Set goals"",""Provide access to data"",""Provide access to target populations"",""Supervise students""}",[' '],[''],['HLSC-H495-Fall 2024-Spring 2025'],1,['School of Health and Human Sciences'],1,X00569,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development']"
Paramount School of Excellence - Brookside,7dc5d300-2420-4032-5a4b-7cfc6b489497,Indianapolis,3020 Nowland Ave.,,46201,Indianapolis,IN,Marion,US,39.787021,-86.112933,education: k-12,Our Mission: Inspire learning through an unparalleled academic approach. Transform communities by changing lives.,http://www.paramountindy.org/,(317) 775-6660,,False,approved,['Education Counseling Internship: Paramount School of Excellence'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Provide access to target populations"",""Supervise students""}",[' '],[''],['EDUC-G550-20875'],1,['School of Education'],1,5508,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Park Tudor High School,3a3edc16-313a-458a-7b81-e542c6d5c8f8,Indianapolis,7200 N. College Ave.,,46240,Indianapolis,IN,Marion,US,39.886235,-86.14778,education: k-12,Park Tudor School is a non-sectarian coeducational independent college preparatory day school founded in 1902. It offers programs from junior kindergarten through high school.,https://www.parktudor.org/,,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['School of Liberal Arts', 'Division of Student Affairs', 'School of Education']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Parkview Health Hospital,b0f08670-6734-4348-7e01-de991ff7bfa8,Indianapolis,11109 Parkview Plaza Drive,,46845.0,Fort Wayne,IN,,US,41.186933,-85.101303,nonprofit,"At Parkview, our mission is to improve your health and inspire your well-being. WeÕre a not-For-profit, community-based health system serving northeast Indiana and northwest Ohio. Parkview Health includes an extensive network of primary care and specialty physicians and nine hospitals, with the Parkview Regional Medical Center campus a regional destination for specialized care. With more than 11,000 employees, Parkview Health is the regionÕs largest employer. Parkview was named one of AmericaÕs Top Employers by Forbes in 2018 and has been designated a Magnet health system for nursing excellence.",https://www.parkview.com/,(260) 266-1000,,False,approved,['Health Sciences Internships'],1,"{""Identify areas of need"",""Set goals"",""Promote event to target populations"",""Provide access to data"",""Supervise students""}",[' '],[''],['HLSC-H495-Fall 2024-Spring 2025'],1,['School of Health and Human Sciences'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development']"
Pathways,b650290d-e496-4e11-5621-990e86a3eb94,Indianapolis,504 S. 15th Street,,47802,Terre Haute,18,Vigo County,US,39.46089,-87.392565,nonprofit,<p>Social services agency</p>,https://www.reachservices.care/pathways,,,False,approved,['SEAL Indiana'],1,"{""Promote event to target populations"",""Provide access to target populations""}",[' '],[''],,1,"['IUSD: Department of Cariology, Operative Dentistry, and Dental Public Health', 'School of Dentistry', 'Center for Service and Learning']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Perry Township Schools: Douglas MacArthur Elementary Sch,ff592d38-55c8-4e0b-443a-8ae99ad598c1,Indianapolis,454 E Stop 11 Rd,,46227,Indianapolis,IN,Marion,US,39.65227,-86.149902,education: k-12,,http://websites.msdpt.k12.in.us/dm,(317) 789-2500,,False,approved,['B235 Community Clinicals'],1,"{""Identify areas of need"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Supervise students""}",[' '],[''],['NURS-B235-All Spring Sections'],1,['NURS: Science of Nursing Care'],1,5340-5338,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Perry Township Schools: Perry Meridian 6th Grade Academy,eb4cf322-2535-4beb-5b20-b4b8d85c7f64,Indianapolis,202 W Meridian School Rd,,46217,Indianapolis,IN,Marion,US,39.650498,-86.162072,education: k-12,,http://websites.msdpt.k12.in.us/pa,(317) 789-1300,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['School of Liberal Arts', 'School of Education', 'Division of Student Affairs']",1,5340-5312,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Perry Township Schools: Perry Meridian High School,bee693a6-5993-4074-551a-d02daf8be34b,Indianapolis,401  W. Meridian School Rd,,46217,Indianapolis,IN,Marion,US,39.64811,-86.16643,education: k-12,,http://websites.msdpt.k12.in.us/ph,(317) 789-4400,,False,approved,"['Special Programs for Academic Nurturing (SPAN)', 'iDEW: Computing by Design Summer Workshop']",1,"{""Provide access to target populations""},{""Provide access to target populations"",""Provide information materials"",""Supervise the activity""}","[' ', ' ']","['', '']",,1,"['University College', 'Luddy School of Informatics, Computing, and Engineering', 'Special Programs for Academic Nurturing']",1,5340-5307,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Perry Township Schools: Southport High School,f614ea0d-180c-4b08-7570-516404af87ac,Indianapolis,971 E Banta Rd,,46227.0,Indianapolis,IN,Marion,US,39.670861,-86.14166,education: k-12,,http://websites.msdpt.k12.in.us/sh,(317) 789-4800,,False,approved,"['Special Programs for Academic Nurturing (SPAN)', 'iDEW', 'iDEW: Computing by Design Summer Workshop']",2,"{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Promote event to target populations"",""Provide access to target populations""}, {""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Promote event to target populations"",""Provide access to target populations""},{""Promote event to target populations"",""Provide access to target populations""},{""Provide access to target populations"",""Provide information materials""}","[' ', ' ', ' '], [' ']","['', '', ''], ['']",,1,"['Luddy School of Informatics, Computing, and Engineering'], ['Special Programs for Academic Nurturing', 'Luddy School of Informatics, Computing, and Engineering', 'University College', 'Luddy School of Informatics, Computing, and Engineering']",2,5340-5309,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development', 'IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Plainfield Community School Corp: Plainfield High School,aa9928d0-bc9d-4cdf-771b-231faeab9a73,Indianapolis,1 Red Pride Dr,,46168,Plainfield,IN,Hendricks,US,39.681989,-86.378162,education: k-12,,http://www.plainfield.k12.in.us/index.php/highschool.html,(317) 839-7711,,False,approved,"['Special Programs for Academic Nurturing (SPAN)', 'We the People: The Citizen and the Constitution', 'iDEW: Computing by Design Summer Workshop']",1,"{""Promote event to target populations"",""Provide access to target populations""},{""Provide access to target populations""},{""Provide access to target populations"",""Provide information materials""}","[' ', ' ', ' ']","['', '', '']",,1,"['Luddy School of Informatics, Computing, and Engineering', ""Paul O'Neill School of Public and Environmental Affairs"", 'University College', 'Special Programs for Academic Nurturing']",1,3330-2749,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Regenstrief Institute,5df5601f-203e-4a25-7120-6a9820af5cf7,Indianapolis,1101 W. 10th St.,,46020,Indianapolis,18,Marion,US,39.77963,-86.180415,nonprofit,"Pioneering transformative, interdisciplinary solutions for a healthier and more equitable world.",https://www.regenstrief.org/,,,False,approved,"['Asthma Assistance to Health Departments, Including Electronic Health Record Use', 'Computable social factor phenotyping using EHR and HIE data', 'Indiana Sickle Cell Data Collection Program; Component A', 'Predictive modeling for social needs in emergency department settings']",1,"{Co-investigator},{Co-investigator},{Co-investigator},{Co-investigator}","[' ', ' ', '', ' ']","['', '', '', '']",,1,"['Richard M. Fairbanks School of Public Health', 'Richard M. Fairbanks School of Public Health', 'Richard M. Fairbanks School of Public Health', 'Richard M. Fairbanks School of Public Health']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Region V Public Health Training Center,cad358f6-5806-4073-728a-b335b60cfda5,Indianapolis,1415 Washington Heights,,48109.0,Ann Arbor,MI,Washtenaw County,US,39.381266,-97.922211,nonprofit,"<p>The Region V Public Health Training Center (RVPHTC) seeks to advance the skills of the current and future public health workforce to improve population health outcomes. Part of the &nbsp;Public Health Learning Network (PHLN), the RVPHTC develops online and in-person trainings on a variety of public health topics.</p>",https://www.rvphtc.org/,,,False,approved,['Public Health Training Center (PHTC)'],1,"{""Measure the impact of the activity on the community"",""Provide access to data"",""Provide access to target populations""}",[' '],[''],,1,['Richard M. Fairbanks School of Public Health'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development', 'IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Right Sharing of World Resources,95872d7a-72a7-4c21-6319-fb1cbb5381d0,Indianapolis,P.O. Box 2102,,47375,Richmond,IN,Wayne County,US,39.830766,-84.897262,nonprofit,"<p>God calls us to the right sharing of world resources, from the burdens of materialism and poverty into the abundance of God's love, to work for equity through partnership with our sisters and brothers throughout the world. We enact these beliefs by:Making grants to jump-start micro-enterprise ventures for female entrepreneurs in developing countries.Offering resource materials for the study of the lives of the poor (project partners), the lives of the comparatively rich (us), the physical and spiritual meaning of both, and how we can learn from and be enriched by each other.Working as members of the Religious Society of Friends (Quakers) with other like-minded people to remind all of us of our responsibility to those less fortunate than ourselves.</p>",https://www.rswr.org/,(765) 966-0314,jacquelinestillwell@rswr.org,False,approved,"[""Microfinance and Women's Empowerment""]",1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Assist in raising funds for the activity"",""Discuss how to work together"",""Measure the impact of the activity on the community"",""Provide access to target populations"",""Provide funds for the activity"",""Provide information materials""}",['Jacqueline Stillwell'],['jacquelinestillwell@rswr.org'],,1,['Center for Service and Learning'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 5: Global Perspectives']"
